,gene_numb,rxn_numb,aerobic_growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns
AGF_1.re.xml,1125,4125,0.08794416155699296,468,0.024024635006237572,488
AGG_1.re.xml,1118,4122,0.0,85,0.0,0
AGH_1.re.xml,1131,4134,0.08794412969516703,510,0.02402463500623748,466
AGI_1.re.xml,1129,4132,0.08794407546516612,498,0.024024635006237454,466
AGK_1.re.xml,1120,4127,0.08794416155699265,472,0.024024635006237447,467
AGL_2.re.xml,1126,4132,0.07710768531799497,522,0.0,0
AGM_1.re.xml,1119,4128,0.0,148,0.0,118
AGN_2.re.xml,1130,4133,0.08794416155699268,500,0.02402463500623746,467
AGP_2.re.xml,1122,4129,0.0,168,0.0,94
AGR_2.re.xml,1123,4123,0.0,54,0.0,0
AGS_2.re.xml,1129,4132,0.08794416155699297,483,0.02402463500623749,474
AGT_2.re.xml,1119,4130,0.0,57,0.0,0
AGV_2.re.xml,1129,4132,0.0879441615569923,513,0.024024635006237475,476
AHA_2.re.xml,1121,4125,0.0,69,0.0,0
AHB_2.re.xml,1121,4119,0.0,46,0.0,0
AHC_2.re.xml,1125,4130,0.08794416155699161,506,0.024024635006237485,483
AHD_1.re.xml,1135,4140,0.08794407546516604,490,0.02402463500623738,471
AHE_3.re.xml,1129,4130,0.08794416155699246,500,0.024024635006237516,481
AHF_3.re.xml,1118,4106,0.08794416155699128,482,0.02402463500623725,452
AHG_3.re.xml,1129,4128,0.0,35,0.0,0
AHH_3.re.xml,1124,4116,0.0,32,0.0,0
AHI_3.re.xml,1128,4130,0.08794416155699235,462,0.024024635006237475,487
AHK_3.re.xml,1121,4133,0.0879441296951669,503,0.024024635006237537,447
AHL_3.re.xml,1060,4039,0.0,22,0.0,0
AHM_1.re.xml,1068,4068,0.0,61,0.0,0
AHN_3.re.xml,1124,4130,0.08794407546516562,494,0.02402463500623752,481
AHP_1.re.xml,1117,4124,0.08794407382276567,488,0.02402463500623749,460
AHQ_1.re.xml,1115,4115,0.0,53,0.0,0
AHR_1.re.xml,1134,4138,0.08794416155699179,505,0.024024635006237444,454
AHS_3.re.xml,1115,4124,0.0,86,0.0,0
AHT_3.re.xml,1133,4133,0.08794412969516702,503,0.024024635006237603,460
AHV_1.re.xml,1125,4131,0.08794416155699235,476,0.02402463500623755,449
AIA_1.re.xml,1125,4131,0.08794407382276699,487,0.024024635006237458,480
AIB_1.re.xml,1128,4133,0.08794416155699204,494,0.02402463500623745,481
AIC_1.re.xml,1123,4125,0.0,130,0.0,97
AID_2.re.xml,1072,4070,0.0,44,0.0,0
AIE_1.re.xml,1073,4070,0.0,53,0.0,0
AIF_1.re.xml,1127,4134,0.08794407546516587,512,0.024024635006237447,490
AIG_2.re.xml,1123,4125,0.08794416155699265,503,0.024024635006237634,477
AII_1.re.xml,1128,4133,0.08794416155699235,470,0.024024635006237464,484
AIK_2.re.xml,1124,4135,0.08794416155699265,482,0.024024635006237395,440
AIL_3.re.xml,1130,4132,0.0879441615569923,513,0.024024635006237475,476
AIM_2.re.xml,1122,4129,0.08794407382276533,518,0.024024635006237485,449
AIN_1.re.xml,1124,4131,0.08794412969516667,493,0.02402463500623744,482
AIP_2.re.xml,1122,4128,0.08794407382276705,493,0.02402463500623747,436
AIQ_1.re.xml,1130,4134,0.08794412969516692,471,0.024024635006237426,482
AIR_1.re.xml,1129,4135,0.08794407546516635,493,0.024024635006237475,463
AIT_2.re.xml,1133,4137,0.08794407546516692,494,0.02402463500623761,478
AKB_2.re.xml,1113,4114,0.0,51,0.0,0
AKC_4.re.xml,1110,4116,0.0,56,0.0,0
AKD_2.re.xml,1122,4120,0.0,73,0.0,0
AKE_3.re.xml,1119,4119,0.0,50,0.0,0
AKG_3.re.xml,1118,4124,0.0,33,0.0,0
AKH_3.re.xml,1119,4115,0.0,33,0.0,0
AKI_4.re.xml,1109,4119,0.0,32,0.0,0
AKL_3.re.xml,1122,4128,0.0,54,0.0,0
AKM_4.re.xml,1120,4123,0.0,98,0.0,0
AKN_3.re.xml,1126,4126,0.0,58,0.0,0
AKP_3.re.xml,1127,4131,0.08794407546516608,478,0.024024635006237475,460
AKQ_5.re.xml,1124,4133,0.08794412969516512,493,0.024024635006237426,493
AKR_3.re.xml,1119,4130,0.0,60,0.0,0
AKS_5.re.xml,1123,4129,0.0,22,0.0,0
AKT_4.re.xml,1112,4126,0.0,204,0.0,130
AKV_3.re.xml,1127,4131,0.08794407546516608,478,0.024024635006237475,460
ALA_5.re.xml,1118,4126,0.0,31,0.0,0
ALB_3.re.xml,1121,4131,0.0,47,0.0,0
ALC_4.re.xml,1120,4126,0.0,31,0.0,0
ALD_4.re.xml,1106,4118,0.08794407546516611,516,0.024024635006237548,499
ALE_4.re.xml,1125,4129,0.08794416155699229,505,0.024024635006237492,485
ALG_5.re.xml,1125,4132,0.07710768531799587,507,0.0,0
ALH_4.re.xml,1118,4129,0.0,34,0.0,0
ALI_5.re.xml,1100,4113,0.0,146,0.0,0
ALK_4.re.xml,1116,4126,0.0,43,0.0,0
ALL_4.re.xml,1127,4133,0.08794407382276725,481,0.024024635006237294,460
ALM_4.re.xml,1139,4139,0.08794412969516723,464,0.024024635006237527,472
ALN_4.re.xml,1106,4117,0.0,68,0.0,0
ALP_4.re.xml,1112,4116,0.0,65,0.0,73
ALQ_4.re.xml,1127,4115,0.08794407382276655,493,0.02402463500623742,465
ALR_4.re.xml,1101,4104,0.0,29,0.0,0
ALS_5.re.xml,1125,4115,0.08794407382276655,493,0.02402463500623742,465
ALT_5.re.xml,1130,4114,0.08794412969516723,509,0.024024635006237412,451
AMA_5.re.xml,1125,4115,0.08794407546516572,523,0.024024635006237464,455
AMB_5.re.xml,1125,4126,0.0,58,0.0,0
AMC_5.re.xml,1119,4125,0.0,77,0.0,0
AMD_5.re.xml,1125,4125,0.0,37,0.0,0
AMF_4.re.xml,1126,4124,0.0,63,0.0,0
AMG_4.re.xml,1100,4093,0.07547311265601656,490,0.022764575987316387,470
AMH_5.re.xml,1110,4102,0.0,60,0.0,0
AMI_4.re.xml,1103,4093,0.0754730867025816,501,0.022764575987316245,475
AMK_4.re.xml,1100,4112,0.07111065451799407,514,0.0,0
AML_4.re.xml,1110,4115,0.07547311265601724,474,0.022764575987316373,480
AMM_4.re.xml,1114,4114,0.0,46,0.0,0
AMP_5.re.xml,1115,4104,0.08794416155699183,469,0.024024635006237246,452
AMQ_5.re.xml,1105,4099,0.07111065451799417,523,0.0,0
AMR_4.re.xml,1129,4137,0.08794412969516723,483,0.024024635006237617,478
AMS_5.re.xml,1129,4134,0.08794407546516587,512,0.024024635006237447,490
AMT_5.re.xml,1124,4129,0.0879441615569922,500,0.02402463500623753,453
ANA_5.re.xml,1116,4120,0.0,59,0.0,0
ANC_4.re.xml,1122,4126,0.0,58,0.0,0
AND_4.re.xml,1124,4126,0.0,58,0.0,0
ANE_4.re.xml,1123,4124,0.0,63,0.0,0
ANF_4.re.xml,1124,4126,0.0,58,0.0,0
ANG_4.re.xml,1129,4126,0.0,58,0.0,0
ANH_4.re.xml,1128,4126,0.0,58,0.0,0
ANI_4.re.xml,1123,4126,0.0,58,0.0,0
ANK_4.re.xml,1124,4126,0.0,58,0.0,0
ANL_2.re.xml,1088,4090,0.0,38,0.0,0
ANM_2.re.xml,1085,4099,0.0,67,0.0,0
ANN_4.re.xml,1119,4118,0.0,32,0.0,0
ANP_2.re.xml,1116,4124,0.0,40,0.0,117
ANQ_2.re.xml,1129,4128,0.08794416155699328,470,0.02402463500623739,480
ANR_2.re.xml,1117,4121,0.0,22,0.0,0
ANS_2.re.xml,1113,4123,0.0,117,0.0,0
ANT_2.re.xml,1118,4124,0.0,22,0.0,0
ANV_5.re.xml,1115,4121,0.0,22,0.0,0
APA_2.re.xml,1114,4127,0.0,22,0.0,0
APC_4.re.xml,1110,4119,0.0,65,0.0,0
APD_4.re.xml,1116,4122,0.0,33,0.0,0
APE_4.re.xml,1118,4121,0.0,33,0.0,0
APF_4.re.xml,1118,4121,0.0,33,0.0,0
APG_4.re.xml,1117,4127,0.07710768531799533,488,0.0,0
APH_4.re.xml,1124,4126,0.08794416155699265,475,0.02402463500623755,475
API_4.re.xml,1118,4128,0.0,60,0.0,0
APK_4.re.xml,1100,4093,0.07111065451799432,476,0.0,0
APL_4.re.xml,1111,4125,0.0,84,0.0,123
APM_4.re.xml,1116,4123,0.08794412969516756,490,0.024024635006237447,474
APN_4.re.xml,1108,4104,0.06385126907458863,472,0.0,0
APP_4.re.xml,1127,4144,0.0,52,0.0,0
APQ_4.re.xml,1114,4117,0.0,37,0.0,0
APR_4.re.xml,1117,4120,0.0,20,0.0,0
APS_4.re.xml,1134,4137,0.08794407546516457,498,0.02402463500623744,460
APT_7.re.xml,1124,4130,0.08794407546516501,525,0.024024635006237475,445
APV_4.re.xml,1124,4124,0.08794407546516532,530,0.024024635006237447,482
AQA_4.re.xml,1068,4070,0.0,74,0.0,0
AQB_7.re.xml,1116,4123,0.07710768531799557,474,0.0,0
AQC_4.re.xml,1122,4133,0.08794416155699122,472,0.02402463500623749,481
AQD_4.re.xml,1076,4087,0.0,46,0.0,0
AQE_5.re.xml,1118,4133,0.0879440738227643,500,0.024024635006237482,469
AQG_4.re.xml,1116,4121,0.0,32,0.0,149
AQH_2.re.xml,1104,4116,0.0,31,0.0,0
AQI_4.re.xml,1111,4119,0.0,22,0.0,0
AQM_4.re.xml,1103,4112,0.08794416155699267,496,0.024024635006237395,476
AQN_7.re.xml,1112,4118,0.0,29,0.0,0
AQP_4.re.xml,1121,4127,0.08794416155699183,489,0.02402463500623759,431
AQQ_4.re.xml,1129,4131,0.08794412969516703,504,0.024024635006237215,471
AQR_4.re.xml,1127,4132,0.08794416155699297,483,0.02402463500623749,474
AQS_4.re.xml,1117,4127,0.0,63,0.0,0
AQT_4.re.xml,1108,4125,0.07710768531799511,499,0.0,0
ARA_4.re.xml,1106,4114,0.0,22,0.0,0
ARB_2.re.xml,1110,4109,0.07087307974537778,524,0.02270191344501755,496
ARC_5.re.xml,1130,4133,0.08794407546516586,495,0.02402463500623757,446
ARE_5.re.xml,1117,4124,0.0,87,0.0,0
ARG_5.re.xml,1120,4125,0.0,22,0.0,0
ARH_5.re.xml,1117,4120,0.0,58,0.0,0
ARI_5.re.xml,1123,4126,0.0,60,0.0,0
ARK_5.re.xml,1127,4130,0.08794407546516589,489,0.02402463500623747,458
ARL_2.re.xml,1122,4127,0.08794407546516464,531,0.02402463500623743,483
ARM_6.re.xml,1112,4122,0.0,41,0.0,0
ARN_6.re.xml,1098,4107,0.07710768531799567,502,0.0,0
ARP_2.re.xml,1116,4119,0.0,76,0.0,0
ARQ_6.re.xml,1127,4133,0.08794416155699164,473,0.024024635006237447,469
ARR_6.re.xml,1099,4105,0.08794407382276496,482,0.024024635006237523,484
ARS_1.re.xml,1107,4115,0.0,32,0.0,0
ART_6.re.xml,1129,4134,0.08794416155699264,466,0.024024635006237444,455
ARV_6.re.xml,1129,4137,0.08794407546516558,503,0.024024635006237433,455
ASA_6.re.xml,1119,4128,0.08794416155699315,505,0.024024635006237454,467
ASB_2.re.xml,1110,4117,0.0,22,0.0,0
ASC_6.re.xml,1106,4102,0.0,20,0.0,0
ASD_2.re.xml,1132,4135,0.087944161556992,474,0.024024635006237527,446
ASE_2.re.xml,1130,4135,0.087944161556992,474,0.024024635006237527,446
ASG_3.re.xml,1126,4128,0.08794416155699211,498,0.024024635006237485,471
ASH_3.re.xml,1105,4096,0.0,41,0.0,0
ASL_8.re.xml,1110,4120,0.0,51,0.0,0
ASM_8.re.xml,1104,4115,0.0,34,0.0,0
ASN_8.re.xml,1095,4103,0.0,42,0.0,0
ASP_8.re.xml,1112,4109,0.0,65,0.0,0
ASR_1.re.xml,1124,4128,0.08794416155699236,465,0.0240246350062375,464
ASS_1.re.xml,1128,4137,0.08794407546516558,503,0.024024635006237433,455
AST_1.re.xml,1121,4127,0.08794412969516692,463,0.02402463500623752,473
ASV_1.re.xml,1118,4121,0.0,31,0.0,0
ATA_8.re.xml,1124,4132,0.0879440754651654,536,0.024024635006237433,446
ATC_1.re.xml,1118,4130,0.0,68,0.0,0
ATD_1.re.xml,1123,4130,0.0879440754651664,518,0.024024635006237506,476
ATE_1.re.xml,1115,4122,0.0,35,0.0,0
ATH_3.re.xml,1127,4131,0.08794416155699236,488,0.024024635006237374,482
ATM_4.re.xml,1127,4128,0.08794407546516564,497,0.024024635006237565,482
ATN_4.re.xml,1132,4135,0.08794416155699179,505,0.02402463500623762,449
ATP_4.re.xml,1116,4118,0.0,60,0.0,0
ATQ_7.re.xml,1069,4067,0.0,49,0.0,0
ATR_4.re.xml,1120,4116,0.0,45,0.0,0
ATS_3.re.xml,1118,4126,0.08794416155699265,492,0.02402463500623748,448
AVB_8.re.xml,1066,4076,0.0,48,0.0,0
AVC_3.re.xml,1117,4122,0.0,33,0.0,0
AVD_3.re.xml,1116,4121,0.0,33,0.0,0
AVH_5.re.xml,1125,4133,0.08794407546516608,506,0.024024635006237506,477
AVI_5.re.xml,1126,4126,0.0,58,0.0,0
AVK_6.re.xml,1129,4134,0.0879441615569917,455,0.02402463500623753,453
AVL_6.re.xml,1118,4121,0.0,33,0.0,0
AVM_5.re.xml,1116,4121,0.0,33,0.0,0
AVN_5.re.xml,1083,4013,0.0,51,0.0,0
AVV_8.re.xml,1103,4098,0.0,42,0.0,0
BAA_6.re.xml,1106,4101,0.0,46,0.0,0
BAB_8.re.xml,1103,4100,0.0,53,0.0,0
BAC_8.re.xml,1105,4104,0.0,43,0.0,0
BAD_8.re.xml,1105,4100,0.0,46,0.0,0
BAE_6.re.xml,1109,4105,0.0,35,0.0,0
BAF_6.re.xml,1113,4109,0.0,27,0.0,0
BAG_6.re.xml,1120,4125,0.0,101,0.0,0
BAH_6.re.xml,1123,4127,0.0,19,0.0,0
BAI_7.re.xml,1119,4124,0.0,22,0.0,0
BAK_7.re.xml,1117,4119,0.0,23,0.0,0
BAL_7.re.xml,1120,4122,0.0,39,0.0,0
BAM_7.re.xml,1116,4120,0.0,65,0.0,0
BAN_7.re.xml,1117,4116,0.0,70,0.0,0
BAP_7.re.xml,1123,4121,0.0,22,0.0,0
BAQ_7.re.xml,1119,4122,0.0,62,0.0,0
BAR_7.re.xml,1130,4135,0.08794407546516608,526,0.024024635006237527,436
BAS_8.re.xml,1131,4133,0.08794407546516611,503,0.024024635006237485,435
BAT_8.re.xml,1127,4134,0.07710768531799546,513,0.0,0
BAV_7.re.xml,1126,4130,0.08794416155699235,462,0.024024635006237475,487
BBA_8.re.xml,1131,4133,0.08794407546516635,505,0.024024635006237537,484
BBB_6.re.xml,1124,4129,0.0879441615569922,500,0.02402463500623753,453
BBD_8.re.xml,1107,4121,0.08794407546516611,514,0.024024635006237485,453
BBE_6.re.xml,1109,4120,0.08794416155699136,477,0.02402463500623752,475
BBF_6.re.xml,1117,4118,0.0,23,0.0,156
BBG_6.re.xml,1107,4100,0.0,30,0.0,0
BBH_6.re.xml,1125,4115,0.08794407382276655,493,0.02402463500623742,465
BBI_6.re.xml,1128,4114,0.08794407546516601,517,0.02402463500623743,484
BBK_6.re.xml,1128,4114,0.08794412969516723,509,0.024024635006237412,451
BBL_6.re.xml,1123,4122,0.0,46,0.0,0
BBM_6.re.xml,1103,4110,0.0,46,0.0,0
BBP_3.re.xml,1118,4127,0.0,90,0.0,129
BBQ_3.re.xml,1126,4129,0.0754731126560171,473,0.022764575987316224,469
BBR_3.re.xml,1125,4126,0.0,58,0.0,0
BBS_3.re.xml,1122,4126,0.06385129291724116,481,0.0,0
BBT_3.re.xml,1099,4113,0.0,66,0.0,141
BBV_3.re.xml,1126,4131,0.08794416155699183,488,0.02402463500623742,453
BCA_3.re.xml,1123,4129,0.0879441615569922,500,0.02402463500623753,453
BCB_3.re.xml,1105,4109,0.0,21,0.0,0
BCC_3.re.xml,1107,4115,0.0,22,0.0,0
BCD_8.re.xml,1104,4113,0.0,20,0.0,0
BCE_8.re.xml,1109,4113,0.0,66,0.0,0
BCF_8.re.xml,1106,4111,0.0,22,0.0,0
BCG_8.re.xml,1104,4112,0.0,64,0.0,0
BCH_5.re.xml,1105,4105,0.0,73,0.0,0
BCI_8.re.xml,1101,4099,0.0,22,0.0,0
BCK_8.re.xml,1102,4109,0.0,22,0.0,0
BCL_5.re.xml,1105,4109,0.0,53,0.0,0
BCM_8.re.xml,1107,4109,0.0,22,0.0,0
BCN_8.re.xml,1110,4117,0.0,34,0.0,0
BCP_8.re.xml,1105,4111,0.0,22,0.0,0
BCQ_8.re.xml,1103,4113,0.0,55,0.0,0
BCS_8.re.xml,1113,4118,0.0,47,0.0,0
BCT_8.re.xml,1110,4125,0.0,33,0.0,0
BCV_8.re.xml,1115,4124,0.08794412969516753,483,0.024024635006237485,434
BDA_8.re.xml,1111,4120,0.0,106,0.0,224
BDB_8.re.xml,1125,4127,0.0,73,0.0,136
BDC_8.re.xml,1112,4108,0.0,75,0.0,90
BDD_8.re.xml,1118,4124,0.0,106,0.0,134
BDE_8.re.xml,1117,4126,0.0,138,0.0,0
BDF_8.re.xml,1120,4116,0.0,134,0.0,126
BDG_5.re.xml,1117,4121,0.0,171,0.0,0
BDH_5.re.xml,1114,4125,0.0,190,0.0,0
BDI_5.re.xml,1121,4128,0.0,208,0.0,103
BDK_5.re.xml,1124,4127,0.0879441615569922,468,0.024024635006237537,450
BDL_5.re.xml,1106,4109,0.07710768531799526,488,0.0,0
BDM_5.re.xml,1119,4126,0.08794416155699196,483,0.02402463500623748,454
BDN_5.re.xml,1102,4110,0.07349508023478253,488,0.018255347747914978,498
BDP_5.re.xml,1106,4113,0.0,20,0.0,0
BDQ_6.re.xml,1102,4111,0.0,25,0.0,0
BDR_6.re.xml,1102,4112,0.0,62,0.0,0
BDS_6.re.xml,1102,4111,0.0,20,0.0,0
BDT_6.re.xml,1105,4111,0.0,22,0.0,0
BDV_6.re.xml,1105,4112,0.0,58,0.0,0
BEA_6.re.xml,1104,4109,0.0,94,0.0,0
BEB_6.re.xml,1104,4109,0.0,48,0.0,0
BEC_6.re.xml,1107,4114,0.0,22,0.0,0
BED_6.re.xml,1103,4109,0.0,65,0.0,0
BEE_6.re.xml,1107,4112,0.0,20,0.0,0
BEF_7.re.xml,1114,4126,0.0,52,0.0,0
BEG_7.re.xml,1122,4122,0.0,75,0.0,0
BEH_7.re.xml,1117,4123,0.0,62,0.0,0
BEI_7.re.xml,1104,4110,0.07547308670258025,491,0.022764575987316203,495
BEK_7.re.xml,1101,4113,0.0754730382497488,511,0.022764575987316297,440
BEM_7.re.xml,1102,4112,0.07349510484566506,485,0.01825534774791506,502
BEN_7.re.xml,1108,4113,0.07547303824974945,552,0.02276457598731634,484
BEP_4.re.xml,1128,4114,0.08794412969516723,509,0.024024635006237412,451
BEQ_4.re.xml,1127,4134,0.08794407546516358,512,0.02402463500623751,484
BER_2.re.xml,1124,4132,0.07710768531799517,519,0.0,0
BES_2.re.xml,1130,4138,0.07710768531799546,489,0.0,0
BET_1.re.xml,1123,4134,0.0771076853179953,468,0.0,0
BEV_3.re.xml,1123,4134,0.0771076853179953,468,0.0,0
BFA_3.re.xml,1115,4122,0.0,43,0.0,0
BFB_4.re.xml,1123,4114,0.08794416155699251,471,0.02402463500623748,469
BFC_3.re.xml,1128,4135,0.07710768531799542,505,0.0,0
BFD_1.re.xml,1122,4112,0.07710768531799506,495,0.0,0
BFH_3.re.xml,1098,4111,0.0,118,0.0,0
BFK_2.re.xml,1130,4135,0.08794416155699136,459,0.02402463500623745,441
BFL_4.re.xml,1119,4123,0.0,60,0.0,0
BFN_4.re.xml,1097,4107,0.07710768531799535,499,0.0,0
BFP_3.re.xml,1124,4127,0.07547311265601685,512,0.0227645759873162,463
BFQ_8.re.xml,1124,4127,0.07710768531799547,516,0.0,0
BFR_8.re.xml,1123,4127,0.07710768531799547,516,0.0,0
BFS_8.re.xml,1101,4105,0.08794407382276836,504,0.02402463500623753,500
BFT_8.re.xml,1101,4116,0.07710765555286843,525,0.0,0
BFV_8.re.xml,1103,4108,0.0,31,0.0,0
