,ssGEMs,gene_numb,rxn_numb,aerobic growth,aerobic_rxns,anaerobic_growth,anaerobic_rxns,ssGEM_id
64,ADL_4.re.xml,1069,3860,0.0,132,0.0,118,ADL
65,ADM_2.re.xml,1076,3870,0.0125396028985087,505,0.0227737517676687,467,ADM
66,ADN_4.re.xml,1085,3887,0.0125396090672222,493,0.0227737517676687,481,ADN
67,ADP_3.re.xml,1083,3878,0.0125396056804767,512,0.0227737517676686,484,ADP
68,ADQ_4.re.xml,1083,3887,0.0125396090672222,493,0.0227737517676687,481,ADQ
69,ADR_4.re.xml,1092,3880,0.0,52,0.0,141,ADR
70,ADS_4.re.xml,1094,3881,0.0125396028985086,510,0.0227737517676686,490,ADS
71,ADT_4.re.xml,1093,3881,0.0,136,0.0,76,ADT
72,ADV_4.re.xml,1089,3874,0.0125396028985087,478,0.0227737517676687,461,ADV
73,AEA_8.re.xml,1085,3888,0.0,134,0.0,59,AEA
74,AEB_8.re.xml,1072,3851,0.0122703026526548,497,0.0223525879798285,481,AEB
75,AEC_8.re.xml,1066,3857,0.0,24,0.0,0,AEC
76,AEE_3.re.xml,1068,3856,0.0,29,0.0,99,AEE
77,AEF_8.re.xml,1082,3883,0.0125396028985087,511,0.0227737517676687,455,AEF
78,AEG_8.re.xml,1089,3888,0.0,133,0.0,155,AEG
79,AEH_3.re.xml,1095,3882,0.0125396090672221,479,0.0227737517676687,488,AEH
80,AEI_3.re.xml,1089,3888,0.0,80,0.0,104,AEI
81,AEK_3.re.xml,1082,3877,0.0125396028985086,501,0.0227737517676687,471,AEK
82,AEL_3.re.xml,1071,3874,0.0,148,0.0,246,AEL
83,AEM_3.re.xml,1078,3873,0.0,136,0.0,197,AEM
84,AEN_3.re.xml,1083,3869,0.0125396028985085,542,0.0227737517676686,460,AEN
85,AEP_3.re.xml,1088,3890,0.0125396090672222,512,0.0227737517676686,482,AEP
86,AEQ_3.re.xml,1085,3889,0.0125396056804767,483,0.0227737517676687,455,AEQ
87,AER_4.re.xml,1083,3864,0.0,65,0.0,109,AER
88,AES_4.re.xml,1084,3880,0.0125396028985086,525,0.0227737517676686,488,AES
89,AET_5.re.xml,1083,3876,0.0125396028985086,497,0.0227737517676687,463,AET
90,AEV_5.re.xml,1074,3863,0.0125396056804767,493,0.0227737517676687,466,AEV
91,AFA_4.re.xml,1090,3885,0.0,141,0.0,214,AFA
92,AFB_4.re.xml,1089,3879,0.0125396028985086,529,0.0227737517676686,465,AFB
93,AFC_4.re.xml,1079,3874,0.0,71,0.0,116,AFC
94,AFD_4.re.xml,1092,3882,0.0125396090672221,479,0.0227737517676687,488,AFD
95,AFE_4.re.xml,1087,3876,0.0125396028985086,516,0.0227737517676687,488,AFE
96,AFF_4.re.xml,1080,3876,0.0125396028985085,528,0.0227737517676687,466,AFF
97,AFG_4.re.xml,1085,3882,0.0,75,0.0,103,AFG
98,AFH_4.re.xml,1088,3883,0.0125396028985087,503,0.0227737517676686,472,AFH
99,AFI_5.re.xml,1083,3874,0.0125396028985085,527,0.0227737517676686,477,AFI
100,AFK_5.re.xml,1086,3876,0.0125396028985086,522,0.0227737517676686,458,AFK
101,AFL_5.re.xml,1081,3868,0.0,128,0.0,217,AFL
102,AFM_5.re.xml,1079,3876,0.0125396028985085,528,0.0227737517676687,466,AFM
103,AFN_4.re.xml,1083,3882,0.0,31,0.0,0,AFN
104,AFP_1.re.xml,1081,3877,0.0,22,0.0,121,AFP
105,AFQ_1.re.xml,1094,3879,0.0125396056804767,474,0.0227737517676687,467,AFQ
106,AFR_5.re.xml,1090,3878,0.0125396028985085,509,0.0227737517676687,465,AFR
107,AFS_5.re.xml,1074,3867,0.0,23,0.0,113,AFS
108,AFT_5.re.xml,1083,3874,0.0125396028985086,499,0.0227737517676689,478,AFT
109,AFV_1.re.xml,1090,3880,0.0125396028985086,507,0.0227737517676687,452,AFV
110,AGA_5.re.xml,1092,3880,0.0125396028985086,525,0.0227737517676686,488,AGA
111,AGB_1.re.xml,1075,3868,0.0125396028985087,490,0.0227737517676686,462,AGB
112,AGC_1.re.xml,1083,3886,0.0125396028985087,492,0.0227737517676687,494,AGC
113,AGE_1.re.xml,1084,3879,0.0125396028985086,508,0.0227737517676686,488,AGE
114,AGF_1.re.xml,1091,3875,0.0125396028985086,495,0.0227737517676686,454,AGF
115,AGG_1.re.xml,1090,3889,0.0125396028985086,503,0.0227737517676688,472,AGG
116,AGH_1.re.xml,1092,3880,0.0125396028985086,525,0.0227737517676686,488,AGH
117,AGI_1.re.xml,1092,3878,0.0125396056804767,469,0.0227737517676687,509,AGI
118,AGK_1.re.xml,1081,3873,0.0125396028985086,487,0.0227737517676687,463,AGK
119,AGL_2.re.xml,1092,3878,,629,0.0,0,AGL
120,AGM_1.re.xml,1091,3886,0.0,155,0.0,122,AGM
121,AGN_2.re.xml,1092,3883,0.0125396056804767,484,0.0227737517676687,447,AGN
122,AGP_2.re.xml,1091,3882,0.0,49,0.0,152,AGP
123,AGR_2.re.xml,1095,3881,0.0125396028985086,510,0.0227737517676686,490,AGR
124,AGS_2.re.xml,1094,3882,0.0125396028985086,526,0.0227737517676688,484,AGS
125,AGT_2.re.xml,1090,3875,0.0125396028985087,501,0.0227737517676687,487,AGT
126,AGV_2.re.xml,1091,3880,0.0125396028985086,507,0.0227737517676687,452,AGV
127,AHA_2.re.xml,1092,3879,0.0125396028985086,505,0.0227737517676687,476,AHA
128,AHB_2.re.xml,1090,3877,0.0,21,0.0,0,AHB
129,AHC_2.re.xml,1089,3880,0.0125396028985086,525,0.0227737517676687,479,AHC
130,AHD_1.re.xml,1092,3887,0.0125396056804768,481,0.0227737517676686,485,AHD
131,AHE_3.re.xml,1091,3881,0.0125396028985086,510,0.0227737517676686,490,AHE
132,AHF_3.re.xml,1088,3875,0.0125396056804768,484,0.0227737517676686,455,AHF
133,AHG_3.re.xml,1083,3872,0.0,57,0.0,0,AHG
134,AHH_3.re.xml,1093,3880,0.0125396028985086,525,0.0227737517676686,488,AHH
135,AHI_3.re.xml,1090,3880,0.0125396028985086,525,0.0227737517676686,488,AHI
136,AHK_3.re.xml,1083,3877,0.0125396028985086,501,0.0227737517676687,471,AHK
137,AHL_3.re.xml,1080,3872,0.0,22,0.0,0,AHL
138,AHM_1.re.xml,1075,3866,0.0,19,0.0,0,AHM
139,AHN_3.re.xml,1091,3877,0.0125396090672221,501,0.0227737517676686,438,AHN
140,AHP_1.re.xml,1076,3873,0.0125396028985087,493,0.0227737517676686,476,AHP
141,AHQ_1.re.xml,1089,3886,0.0125396028985086,514,0.0227737517676687,485,AHQ
142,AHR_1.re.xml,1097,3885,0.0125396056804768,494,0.0227737517676687,459,AHR
143,AHS_3.re.xml,1083,3875,0.0,79,0.0,105,AHS
144,AHT_3.re.xml,1092,3878,0.0125396028985086,502,0.0227737517676687,491,AHT
145,AHV_1.re.xml,1083,3876,0.0125396056804767,476,0.0227737517676687,458,AHV
146,AIA_1.re.xml,1088,3880,0.0125396028985086,525,0.0227737517676686,488,AIA
147,AIB_1.re.xml,1092,3882,0.0125396028985086,526,0.0227737517676688,484,AIB
148,AIC_1.re.xml,1083,3874,0.0,154,0.0,79,AIC
149,AID_2.re.xml,1089,3874,0.0,19,0.0,0,AID
150,AIE_1.re.xml,1085,3876,0.0,22,0.0,0,AIE
151,AIF_1.re.xml,1089,3873,0.0125396028985087,509,0.0227737517676688,469,AIF
152,AIG_2.re.xml,1082,3882,0.0,224,0.0,221,AIG
153,AII_1.re.xml,1092,3881,0.0125396090672223,509,0.0227737517676688,474,AII
154,AIK_2.re.xml,1089,3880,0.0125396028985086,525,0.0227737517676687,479,AIK
155,AIL_3.re.xml,1090,3878,0.0125396056804767,465,0.0227737517676687,444,AIL
156,AIM_2.re.xml,1084,3872,0.0125396028985086,528,0.0227737517676688,460,AIM
157,AIN_1.re.xml,1089,3870,0.0125396028985088,506,0.0227737517676685,449,AIN
158,AIP_2.re.xml,1086,3878,0.0125396028985087,496,0.0227737517676687,468,AIP
159,AIQ_1.re.xml,1093,3882,0.0125396056804767,495,0.0227737517676686,474,AIQ
160,AIR_1.re.xml,1091,3881,0.0125396028985087,506,0.0227737517676686,466,AIR
161,AIT_2.re.xml,1093,3881,0.0125396028985087,506,0.0227737517676686,466,AIT
162,AKB_2.re.xml,1084,3872,0.0,146,0.0,116,AKB
163,AKC_4.re.xml,1085,3873,0.0,21,0.0,101,AKC
164,AKD_2.re.xml,1088,3873,0.0,21,0.0,101,AKD
165,AKE_3.re.xml,1089,3874,0.0,52,0.0,0,AKE
166,AKG_3.re.xml,1085,3876,0.0,26,0.0,95,AKG
167,AKH_3.re.xml,1092,3876,0.0,85,0.0,145,AKH
168,AKI_4.re.xml,1086,3870,0.0,59,0.0,132,AKI
169,AKL_3.re.xml,1086,3878,0.0,59,0.0,176,AKL
170,AKM_4.re.xml,1092,3881,0.0125396028985087,484,0.0227737517676687,476,AKM
171,AKN_3.re.xml,1093,3879,0.0125396056804768,498,0.0227737517676687,446,AKN
172,AKP_3.re.xml,1086,3875,0.0125396028985087,514,0.0227737517676686,475,AKP
173,AKQ_5.re.xml,1084,3877,0.0125396028985086,498,0.0227737517676687,469,AKQ
174,AKR_3.re.xml,1089,3899,0.0,255,0.0,155,AKR
175,AKS_5.re.xml,1094,3888,0.0,153,0.0,70,AKS
176,AKT_4.re.xml,1083,3872,0.0,136,0.0,95,AKT
177,AKV_3.re.xml,1090,3875,0.0125396028985087,514,0.0227737517676686,475,AKV
178,ALA_5.re.xml,1092,3898,0.0,109,0.0,197,ALA
179,ALB_3.re.xml,1091,3899,0.0125396090672221,473,0.0227737517676686,460,ALB
180,ALC_4.re.xml,1089,3898,0.0,109,0.0,197,ALC
181,ALD_4.re.xml,1075,3871,0.0125396044709252,508,0.0227737491744502,455,ALD
182,ALE_4.re.xml,1085,3873,0.0125396028985087,493,0.0227737517676686,476,ALE
183,ALG_5.re.xml,1095,3881,0.0,138,0.0,176,ALG
184,ALH_4.re.xml,1093,3900,0.012539609067222,513,0.0227737517676687,464,ALH
185,ALI_5.re.xml,1086,3876,0.0,20,0.0,0,ALI
186,ALK_4.re.xml,1086,3899,,471,0.0,0,ALK
187,ALL_4.re.xml,1091,3876,0.0125396028985086,503,0.0227737517676687,482,ALL
188,ALM_4.re.xml,1099,3879,0.0125396028985086,515,0.0227737517676686,460,ALM
189,ALN_4.re.xml,1075,3870,,543,0.0,0,ALN
190,ALP_4.re.xml,1082,3872,0.0,168,0.0,144,ALP
191,ALQ_4.re.xml,1095,3882,0.0125396056804767,495,0.0227737517676686,474,ALQ
192,ALR_4.re.xml,1071,3832,0.0,26,0.0,0,ALR
193,ALS_5.re.xml,1093,3882,0.0125396056804767,495,0.0227737517676686,474,ALS
194,ALT_5.re.xml,1098,3882,0.0125396056804767,495,0.0227737517676686,474,ALT
195,ALV_2.re.xml,1074,3839,0.0,32,0.0,147,ALV
196,AMA_5.re.xml,1090,3881,0.0125396028985086,510,0.0227737517676686,490,AMA
197,AMB_5.re.xml,1094,3879,0.0125396056804768,498,0.0227737517676687,446,AMB
198,AMC_5.re.xml,1094,3879,0.0125396056804768,498,0.0227737517676687,446,AMC
199,AMD_5.re.xml,1093,3878,0.0125396056804767,518,0.0227737517676686,488,AMD
200,AMF_4.re.xml,1093,3878,0.0125396056804767,518,0.0227737517676686,488,AMF
201,AMG_4.re.xml,1081,3868,0.0,135,0.0,228,AMG
202,AMH_5.re.xml,1086,3873,0.0,64,0.0,112,AMH
203,AMI_4.re.xml,1075,3855,0.0,155,0.0,96,AMI
204,AMK_4.re.xml,1076,3861,0.0,163,0.0,179,AMK
205,AML_4.re.xml,1080,3861,0.0,134,0.0,222,AML
206,AMM_4.re.xml,1089,3879,0.0125396028985086,487,0.0227737517676687,463,AMM
207,AMN_5.re.xml,1062,3735,,587,0.0,0,AMN
208,AMP_5.re.xml,1094,3878,0.0125396090672222,474,0.0227737517676686,491,AMP
209,AMQ_5.re.xml,1074,3860,0.0,137,0.0,133,AMQ
210,AMR_4.re.xml,1095,3882,0.0125396056804767,495,0.0227737517676686,474,AMR
211,AMS_5.re.xml,1090,3882,0.0125396028985086,526,0.0227737517676688,484,AMS
212,AMT_5.re.xml,1087,3879,,588,0.0,0,AMT
213,ANA_5.re.xml,1086,3873,0.0,363,0.0,175,ANA
214,ANC_4.re.xml,1093,3879,0.0125396056804768,498,0.0227737517676687,446,ANC
215,AND_4.re.xml,1089,3879,0.0125396056804768,498,0.0227737517676687,446,AND
216,ANE_4.re.xml,1092,3879,0.0125396056804768,498,0.0227737517676687,446,ANE
217,ANF_4.re.xml,1093,3879,0.0125396056804768,498,0.0227737517676687,446,ANF
218,ANG_4.re.xml,1095,3879,0.0125396056804768,498,0.0227737517676687,446,ANG
219,ANH_4.re.xml,1093,3879,0.0125396056804768,498,0.0227737517676687,446,ANH
220,ANI_4.re.xml,1090,3879,0.0125396056804768,498,0.0227737517676687,446,ANI
221,ANK_4.re.xml,1092,3879,0.0125396056804768,498,0.0227737517676687,446,ANK
222,ANL_2.re.xml,1042,3827,0.0,21,0.0,0,ANL
223,ANM_2.re.xml,1049,3832,,668,0.0,0,ANM
224,ANN_4.re.xml,1094,3888,0.0125396056804767,515,0.0227737517676687,468,ANN
225,ANP_2.re.xml,1085,3878,0.0,138,0.0,140,ANP
226,ANQ_2.re.xml,1090,3879,0.0125396028985087,511,0.0227737517676687,441,ANQ
227,ANR_2.re.xml,1086,3887,0.0125396090672222,493,0.0227737517676687,481,ANR
228,ANS_2.re.xml,1084,3884,0.0125396028985086,516,0.0227737517676687,470,ANS
229,ANT_2.re.xml,1085,3886,,514,0.0,0,ANT
230,ANV_5.re.xml,1088,3885,0.0125396028985087,535,0.0227737517676686,442,ANV
231,APA_2.re.xml,1081,3885,0.0125396090672222,491,0.0227737517676687,485,APA
232,APC_4.re.xml,1084,3880,0.0125396090672221,482,0.0227737517676686,474,APC
233,APD_4.re.xml,1086,3885,0.0125396056804768,494,0.0227737517676687,443,APD
234,APE_4.re.xml,1088,3885,0.0125396056804768,494,0.0227737517676687,443,APE
235,APF_4.re.xml,1087,3885,0.0125396056804768,494,0.0227737517676687,443,APF
236,APG_4.re.xml,1083,3875,,740,0.0,0,APG
237,APH_4.re.xml,1084,3869,0.0125396028985087,539,0.0227737517676687,467,APH
238,API_4.re.xml,1084,3866,0.0125396056804767,505,0.022773751767669,491,API
239,APK_4.re.xml,1078,3862,0.0125396028985086,488,0.0227737517676687,499,APK
240,APL_4.re.xml,1076,3865,0.0,28,0.0,117,APL
241,APM_4.re.xml,1087,3863,0.0125396090672222,478,0.0227737517676687,474,APM
242,APN_4.re.xml,1076,3864,,576,0.0,0,APN
243,APP_4.re.xml,1090,3900,0.010424379865948,489,0.021642373227299,478,APP
244,APQ_4.re.xml,1086,3873,0.0,21,0.0,142,APQ
245,APR_4.re.xml,1088,3875,0.0,102,0.0,142,APR
246,APS_4.re.xml,1091,3886,0.0125396090672223,472,0.0227737517676689,479,APS
247,APT_7.re.xml,1084,3876,0.0125396056804767,471,0.0227737517676685,483,APT
248,APV_4.re.xml,1086,3875,0.0125396028985086,514,0.0227737517676686,454,APV
249,AQA_4.re.xml,1082,3859,,505,0.0,0,AQA
250,AQB_7.re.xml,1081,3879,,599,0.0,0,AQB
251,AQC_4.re.xml,1090,3880,0.0125396028985086,525,0.0227737517676686,488,AQC
252,AQD_4.re.xml,1093,3870,0.0,21,0.0,0,AQD
253,AQE_5.re.xml,1084,3881,0.0125396028985086,499,0.0227737517676686,486,AQE
254,AQG_4.re.xml,1085,3869,0.0,145,0.0,255,AQG
255,AQH_2.re.xml,1069,3851,0.0,21,0.0,0,AQH
256,AQI_4.re.xml,1082,3863,0.0,140,0.0,151,AQI
257,AQM_4.re.xml,1070,3871,0.0,132,0.0,71,AQM
258,AQN_7.re.xml,1082,3881,0.0125396028985086,507,0.0227737517676687,494,AQN
259,AQP_4.re.xml,1084,3879,0.0125396028985086,503,0.0227737517676687,466,AQP
260,AQQ_4.re.xml,1094,3885,0.0125396028985086,505,0.0227737517676686,490,AQQ
261,AQR_4.re.xml,1089,3874,0.0125396028985085,527,0.0227737517676686,477,AQR
262,AQS_4.re.xml,1091,3890,0.0125396028985086,484,0.0227737517676687,445,AQS
263,AQT_4.re.xml,1073,3858,,605,0.0,0,AQT
264,ARA_4.re.xml,1065,3853,0.0,22,0.0,0,ARA
265,ARB_2.re.xml,1072,3865,0.0,56,0.0,129,ARB
266,ARC_5.re.xml,1090,3880,0.0125396028985086,525,0.0227737517676687,479,ARC
267,ARE_5.re.xml,1084,3890,,480,0.0,0,ARE
268,ARG_5.re.xml,1088,3869,0.0125396056804769,493,0.0227737517676687,481,ARG
269,ARH_5.re.xml,1090,3879,0.0,70,0.0,105,ARH
270,ARI_5.re.xml,1091,3880,0.0,27,0.0,87,ARI
271,ARK_5.re.xml,1091,3881,0.0125396028985086,510,0.0227737517676686,490,ARK
272,ARL_2.re.xml,1087,3880,0.0125396028985086,525,0.0227737517676686,488,ARL
273,ARM_6.re.xml,1087,3885,0.0125396090672222,491,0.0227737517676687,485,ARM
274,ARN_6.re.xml,1063,3854,,788,0.0,0,ARN
275,ARP_2.re.xml,1082,3885,0.0125396056804768,510,0.0227737517676686,489,ARP
276,ARQ_6.re.xml,1090,3879,0.0,29,0.0,103,ARQ
277,ARR_6.re.xml,1068,3859,0.0124875525451633,511,0.0,0,ARR
278,ARS_1.re.xml,1072,3870,0.0,21,0.0,0,ARS
279,ART_6.re.xml,1090,3883,0.0125396028985086,507,0.0227737517676686,490,ART
280,ARV_6.re.xml,1091,3881,0.0125396028985086,510,0.0227737517676686,490,ARV
281,ASA_6.re.xml,1085,3880,0.0,132,0.0,143,ASA
282,ASB_2.re.xml,1080,3879,0.0125396028985086,497,0.0227737517676687,480,ASB
283,ASC_6.re.xml,1079,3852,0.0125396090672222,477,0.0227737517676686,446,ASC
284,ASD_2.re.xml,1089,3881,0.0125396028985086,527,0.0227737517676687,492,ASD
285,ASE_2.re.xml,1091,3883,0.0125396028985086,507,0.0227737517676686,490,ASE
286,ASG_3.re.xml,1088,3879,0.0125396028985087,528,0.0227737517676686,455,ASG
287,ASH_3.re.xml,1074,3852,0.0122702972479276,510,0.0223525879798285,473,ASH
288,ASL_8.re.xml,1085,3863,0.0125396056804767,505,0.0227737517676687,472,ASL
289,ASM_8.re.xml,1079,3866,0.0125396055595209,492,0.0227737517676687,431,ASM
290,ASN_8.re.xml,1068,3856,0.0,35,0.0,0,ASN
291,ASP_8.re.xml,1085,3872,0.0125396028985087,508,0.0227737517676687,487,ASP
292,ASR_1.re.xml,1089,3883,0.0,135,0.0,170,ASR
293,ASS_1.re.xml,1094,3881,0.0125396028985086,510,0.0227737517676686,490,ASS
294,AST_1.re.xml,1091,3873,0.0125396028985086,487,0.0227737517676686,466,AST
295,ASV_1.re.xml,1092,3884,0.0,22,0.0,0,ASV
296,ATA_8.re.xml,1087,3878,0.0125396056804767,482,0.0227737517676686,454,ATA
297,ATB_1.re.xml,1067,3844,0.0125369302725172,500,0.0227579196560354,463,ATB
298,ATC_1.re.xml,1090,3888,0.0125396028985086,520,0.0227737517676686,462,ATC
299,ATD_1.re.xml,1093,3872,0.0125396028985086,495,0.0227737517676687,485,ATD
300,ATE_1.re.xml,1086,3872,0.0,22,0.0,132,ATE
301,ATH_3.re.xml,1089,3881,0.0125396028985086,510,0.0227737517676686,490,ATH
302,ATM_4.re.xml,1089,3880,0.0125396028985086,525,0.0227737517676686,488,ATM
303,ATN_4.re.xml,1092,3879,0.0125396090672222,498,0.0227737517676687,492,ATN
304,ATP_4.re.xml,1087,3873,0.0,21,0.0,101,ATP
305,ATQ_7.re.xml,1082,3858,0.0,32,0.0,0,ATQ
306,ATR_4.re.xml,1084,3876,0.0125396056804767,476,0.0227737517676687,458,ATR
307,ATS_3.re.xml,1083,3876,0.0,155,0.0,77,ATS
308,ATV_5.re.xml,1062,3850,0.0,34,0.0,0,ATV
309,AVB_8.re.xml,1082,3874,0.0,22,0.0,0,AVB
310,AVC_3.re.xml,1086,3885,0.0125396056804768,494,0.0227737517676687,443,AVC
311,AVD_3.re.xml,1087,3885,0.0125396056804768,494,0.0227737517676687,443,AVD
312,AVH_5.re.xml,1090,3880,0.0125396028985088,506,0.0227737517676686,453,AVH
313,AVI_5.re.xml,1094,3879,0.0125396056804768,498,0.0227737517676687,446,AVI
314,AVK_6.re.xml,1087,3878,0.0125396056804767,482,0.0227737517676686,454,AVK
315,AVL_6.re.xml,1087,3885,0.0125396056804768,494,0.0227737517676687,443,AVL
316,AVM_5.re.xml,1087,3885,0.0125396056804768,494,0.0227737517676687,443,AVM
317,AVN_5.re.xml,1052,3843,0.0,160,0.0,131,AVN
318,AVP_5.re.xml,1058,3854,0.0,116,0.0,125,AVP
319,AVQ_5.re.xml,1056,3859,0.0,83,0.0,23,AVQ
320,AVR_6.re.xml,1047,3835,0.0,110,0.0,154,AVR
321,AVS_5.re.xml,1056,3839,0.0,21,0.0,0,AVS
322,AVT_6.re.xml,1051,3761,0.0,24,0.0,0,AVT
323,AVV_8.re.xml,1079,3874,0.0125396028985087,527,0.0227737517676686,460,AVV
324,BAA_6.re.xml,1081,3867,0.0125396028985087,497,0.0227737517676687,456,BAA
325,BAB_8.re.xml,1078,3873,0.0,22,0.0,89,BAB
326,BAC_8.re.xml,1080,3874,0.0125396028985086,504,0.0227737517676687,441,BAC
327,BAD_8.re.xml,1080,3873,0.0125396028985086,521,0.0227737517676687,456,BAD
328,BAE_6.re.xml,1077,3867,0.0125396028985086,493,0.0227737517676686,458,BAE
329,BAF_6.re.xml,1087,3873,0.0125396028985086,516,0.0227737517676687,459,BAF
330,BAG_6.re.xml,1087,3869,0.0125396028985088,502,0.0227737517676686,497,BAG
331,BAH_6.re.xml,1089,3869,0.0125396028985088,502,0.0227737517676686,497,BAH
332,BAI_7.re.xml,1087,3887,0.0,113,0.0,125,BAI
333,BAK_7.re.xml,1085,3878,0.0,158,0.0,187,BAK
334,BAL_7.re.xml,1091,3877,0.0125396028985086,498,0.0227737517676687,469,BAL
335,BAM_7.re.xml,1093,3890,0.0125396028985087,501,0.0227737517676686,453,BAM
336,BAN_7.re.xml,1092,3898,0.0125396028985087,522,0.0227737517676687,466,BAN
